post_id,post_text,time,reaction_count,comments,shares,post_url,page_url,like,love,haha,wow,care,angry,sad,images_cnt
601370198120833,אלוהים אדירים אני פשוט שונאת את כולם,2022-08-20 23:02:22,1230,161,17,https://facebook.com/hapshuta/posts/601370198120833,https://m.facebook.com/hapshuta/,1012,7,209,1,0,0,1,0
601370198120833,אלוהים אדירים אני פשוט שונאת את כולם,2022-08-20 23:02:22,1286,171,18,https://facebook.com/hapshuta/posts/601370198120833,https://m.facebook.com/hapshuta/,1058,7,219,1,0,0,1,0
601370198120833,אלוהים אדירים אני פשוט שונאת את כולם,2022-08-20 23:02:22,1310,171,19,https://facebook.com/hapshuta/posts/601370198120833,https://m.facebook.com/hapshuta/,1074,8,226,1,0,0,1,0
601370198120833,אלוהים אדירים אני פשוט שונאת את כולם,2022-08-20 23:02:22,1322,174,19,https://facebook.com/hapshuta/posts/601370198120833,https://m.facebook.com/hapshuta/,1083,8,229,1,0,0,1,0
1161547841463624,"אני: ״אני בכלל לא דרמטית.״
גם אני כשהקליפס האהוב עליי נאבד:",2022-08-18 22:55:46,2568,791,93,https://m.facebook.com/groups/hapshuta/permalink/1161547841463624/,https://m.facebook.com/groups/hapshuta/,2060,2,504,2,0,0,0,1
1161479474803794,אני פותחת את כל החומר של הסמסטר יומיים לפני המבחן:,2022-08-18 20:40:15,563,327,16,https://m.facebook.com/groups/hapshuta/permalink/1161479474803794/,https://m.facebook.com/groups/hapshuta/,379,1,183,0,0,0,0,0
1162964841321924,"מה אומרת אולי נוותר על קינוח ?
אני:",2022-08-20 21:04:09,72,37,3,https://m.facebook.com/groups/hapshuta/permalink/1162964841321924/,https://m.facebook.com/groups/hapshuta/,68,1,3,0,0,0,0,1
1162007854750956,כשהבסטי סוף סוף מקבלת הערכה על הכישורי סטוקינג שלה,2022-08-19 14:27:08,1768,567,9,https://m.facebook.com/groups/hapshuta/permalink/1162007854750956/,https://m.facebook.com/groups/hapshuta/,1411,5,349,3,0,0,0,1
1162942894657452,"אני: אמורה להתחיל לעבוד ב8:00

בפועל אני ב9:40:",2022-08-20 20:20:09,492,131,27,https://m.facebook.com/groups/hapshuta/permalink/1162942894657452/,https://m.facebook.com/groups/hapshuta/,408,0,84,0,0,0,0,1
1162914427993632,"מישהו בעבודה אומר לי ״בוקר טוב״
אני:",2022-08-20 19:29:25,107,45,3,https://m.facebook.com/groups/hapshuta/permalink/1162914427993632/,https://m.facebook.com/groups/hapshuta/,84,0,23,0,0,0,0,0
1162830174668724,אני ביום שבת בשעה 17:03 אחרי שכל השבוע עבדתי כפולות בשכר של 29.12 לשעה,2022-08-20 17:03:57,458,150,15,https://m.facebook.com/groups/hapshuta/permalink/1162830174668724/,https://m.facebook.com/groups/hapshuta/,396,0,62,0,0,0,0,0
1162847898000285,אני כל ראשון בבוקר מתחבאת בעבודה וחושבת איך להתפטר,2022-08-20 17:34:15,241,83,5,https://m.facebook.com/groups/hapshuta/permalink/1162847898000285/,https://m.facebook.com/groups/hapshuta/,181,3,53,2,2,0,0,1
1161235714828170,כשהחבר הקלפטומן מבקש ממני אש,2022-08-18 13:28:11,532,141,5,https://m.facebook.com/groups/hapshuta/permalink/1161235714828170/,https://m.facebook.com/groups/hapshuta/,429,0,103,0,0,0,0,1
1162576208027454,רוס גלר כשאומרים לו שהם לא היו פרודים כשהוא בגד ברייצ'ל,2022-08-20 08:30:39,74,3,3,https://m.facebook.com/groups/hapshuta/permalink/1162576208027454/,https://m.facebook.com/groups/hapshuta/,64,0,10,0,0,0,0,0
1161951404756601,כשהאקס שולח לך הודעה שהוא מתגעגע,2022-08-19 12:34:12,860,163,5,https://m.facebook.com/groups/hapshuta/permalink/1161951404756601/,https://m.facebook.com/groups/hapshuta/,680,0,180,0,0,0,0,0
1162713588013716,"כשהוא מעיר לי שאני לא שוטפת כלים, ואני אומרת לו שאם הוא היה אוהב אותי באמת זה לא היה מפריע לו",2022-08-20 13:19:29,340,22,1,https://m.facebook.com/groups/hapshuta/permalink/1162713588013716/,https://m.facebook.com/groups/hapshuta/,279,0,61,0,0,0,0,1
1162009201417488,"אני : איזה כיף שיצאה עונה שלישית ל-never have I ever, אני ממש אוהבת את העלילה.
העלילה:",2022-08-19 14:30:02,1327,269,10,https://m.facebook.com/groups/hapshuta/permalink/1162009201417488/,https://m.facebook.com/groups/hapshuta/,1109,7,209,1,1,0,0,1
1161257718159303,"אני: לוקח קופסת אוכל מהבית
אמא:",2022-08-18 14:10:35,416,82,5,https://m.facebook.com/groups/hapshuta/permalink/1161257718159303/,https://m.facebook.com/groups/hapshuta/,323,0,92,0,1,0,0,1
1161526524799089,"""אמאל'ה הוא בטח שלח לי הודעה""
ההודעה:",2022-08-18 22:08:08,881,51,7,https://m.facebook.com/groups/hapshuta/permalink/1161526524799089/,https://m.facebook.com/groups/hapshuta/,619,2,255,1,2,1,1,1
1160776131540795,כשמבקשים ממני גומייה/קליפס,2022-08-17 22:46:55,3588,999,185,https://m.facebook.com/groups/hapshuta/permalink/1160776131540795/,https://m.facebook.com/groups/hapshuta/,2921,9,656,0,1,0,1,1
1161615854790156,הופרדו בלידתן,2022-08-19 01:46:14,1678,186,9,https://m.facebook.com/groups/hapshuta/permalink/1161615854790156/,https://m.facebook.com/groups/hapshuta/,1274,3,387,12,1,1,0,1
1162763741342034,"אני בתיכון: ׳וואי, איזה חנון כפיר. בחיים לא הייתי יוצאת איתו, הוא לא מעניין אותי.׳
גם אני בגיל 28, כששמעתי שהיום הוא מפתח תוכנה:",2022-08-20 15:02:15,247,25,1,https://m.facebook.com/groups/hapshuta/permalink/1162763741342034/,https://m.facebook.com/groups/hapshuta/,209,0,38,0,0,0,0,0
1162195708065504,,2022-08-19 19:37:32,1000,167,12,https://m.facebook.com/groups/hapshuta/permalink/1162195708065504/,https://m.facebook.com/groups/hapshuta/,0,0,0,0,0,0,0,1
1162957804655961,"כל חבורת בנות בשנייה שהן טסות לחו""ל",2022-08-20 20:50:27,149,20,0,https://m.facebook.com/groups/hapshuta/permalink/1162957804655961/,https://m.facebook.com/groups/hapshuta/,134,0,15,0,0,0,0,1
1161187938166281,כשאני נרשמת לתואר שני בזמן שאני עדיין סטודנטית לתואר ראשון,2022-08-18 11:46:48,1824,813,19,https://m.facebook.com/groups/hapshuta/permalink/1161187938166281/,https://m.facebook.com/groups/823580191927059?bac=MTY2MTAyODM2OToxMTYyOTU3ODA0NjU1OTYxOjExNjI5NTc4MDQ2NTU5NjEsMCwwOjIwOkt3PT0%3D&multi_permalinks,1548,5,270,0,0,0,1,0
1161549088130166,אני כשפונים אליי לפני 12:,2022-08-18 22:58:35,484,152,21,https://m.facebook.com/groups/hapshuta/permalink/1161549088130166/,https://m.facebook.com/groups/823580191927059?bac=MTY2MTAyODM2OToxMTYyOTU3ODA0NjU1OTYxOjExNjI5NTc4MDQ2NTU5NjEsMCwwOjIwOkt3PT0%3D&multi_permalinks,413,0,71,0,0,0,0,1
1142100943408314,,2022-07-22 10:20:31,3384,881,66,https://m.facebook.com/groups/hapshuta/permalink/1142100943408314/,https://m.facebook.com/groups/823580191927059?bac=MTY2MTAyODM2OToxMTYyOTU3ODA0NjU1OTYxOjExNjI5NTc4MDQ2NTU5NjEsMCwwOjIwOkt3PT0%3D&multi_permalinks,2878,12,491,0,3,0,0,1
1162802911338117,,2022-08-20 16:16:01,1308,44,5,https://m.facebook.com/groups/hapshuta/permalink/1162802911338117/,https://m.facebook.com/groups/823580191927059?bac=MTY2MTAyODM2OToxMTYyOTU3ODA0NjU1OTYxOjExNjI5NTc4MDQ2NTU5NjEsMCwwOjIwOkt3PT0%3D&multi_permalinks,1028,5,272,3,0,0,0,0
1161547481463660,כשחברה מקפיצה אותך הביתה אבל היא והבן זוג מתחילים לריב,2022-08-18 22:55:01,1843,253,38,https://m.facebook.com/groups/hapshuta/permalink/1161547481463660/,https://m.facebook.com/groups/823580191927059?bac=MTY2MTAyODM2OToxMTYyOTU3ODA0NjU1OTYxOjExNjI5NTc4MDQ2NTU5NjEsMCwwOjIwOkt3PT0%3D&multi_permalinks,1378,2,463,0,0,0,0,1
1162967614654980,אני מציגה למישהו את אילן היוחסין המפואר שיש לי בסימס:,2022-08-20 21:09:52,30,8,0,https://m.facebook.com/groups/hapshuta/permalink/1162967614654980/,https://m.facebook.com/groups/823580191927059?bac=MTY2MTAyODM2OToxMTYyOTU3ODA0NjU1OTYxOjExNjI5NTc4MDQ2NTU5NjEsMCwwOjIwOkt3PT0%3D&multi_permalinks,24,0,6,0,0,0,0,1
1162871344664607,"אף אחד:
הוויז מחכה לשיא של השיר בשביל לדבר:",2022-08-20 18:13:46,159,5,2,https://m.facebook.com/groups/hapshuta/permalink/1162871344664607/,https://m.facebook.com/groups/823580191927059?bac=MTY2MTAyODM2OToxMTYyOTU3ODA0NjU1OTYxOjExNjI5NTc4MDQ2NTU5NjEsMCwwOjIwOkt3PT0%3D&multi_permalinks,129,0,30,0,0,0,0,1
1162384904713251,אני אחרי שסיימתי בפעם המאה מרתון של האנטומיה של גריי:,2022-08-20 00:56:47,74,15,0,https://m.facebook.com/groups/hapshuta/permalink/1162384904713251/,https://m.facebook.com/groups/823580191927059?bac=MTY2MTAyODM2OToxMTYyOTU3ODA0NjU1OTYxOjExNjI5NTc4MDQ2NTU5NjEsMCwwOjIwOkt3PT0%3D&multi_permalinks,73,0,1,0,0,0,0,1
1160532551565153,"אף אחד:
כל סדרת ילדים בין 2000-2010:",2022-08-17 15:06:20,1840,65,9,https://m.facebook.com/groups/hapshuta/permalink/1160532551565153/,https://m.facebook.com/groups/823580191927059?bac=MTY2MTAyODM2OToxMTYyOTU3ODA0NjU1OTYxOjExNjI5NTc4MDQ2NTU5NjEsMCwwOjIwOkt3PT0%3D&multi_permalinks,1598,3,239,0,0,0,0,1
1161971861421222,כשטעית בדרך והוויז לא מתעדכן,2022-08-19 13:12:33,334,30,3,https://m.facebook.com/groups/hapshuta/permalink/1161971861421222/,https://m.facebook.com/groups/823580191927059?bac=MTY2MTAyODM2OToxMTYyOTU3ODA0NjU1OTYxOjExNjI5NTc4MDQ2NTU5NjEsMCwwOjIwOkt3PT0%3D&multi_permalinks,282,0,52,0,0,0,0,1
1161539968131078,כשהחברה המקשרת הולכת לכמה דקות,2022-08-18 22:37:43,907,45,14,https://m.facebook.com/groups/hapshuta/permalink/1161539968131078/,https://m.facebook.com/groups/823580191927059?bac=MTY2MTAyODM2OToxMTYyOTU3ODA0NjU1OTYxOjExNjI5NTc4MDQ2NTU5NjEsMCwwOjIwOkt3PT0%3D&multi_permalinks,733,0,174,0,0,0,0,0
